match_id,overworld_seed,avg_elo,is_forfeited,winning_time_sec
12159122,DESERT TEMPLE,1101.0,True,
12159121,VILLAGE,1151.5,False,1063.247
12159120,RUINED PORTAL,1611.0,True,
12159119,BURIED TREASURE,1350.0,False,926.071
12159113,RUINED PORTAL,1621.0,False,789.259
12159112,VILLAGE,704.5,True,
12159111,VILLAGE,1592.5,False,868.316
12159110,DESERT TEMPLE,1398.5,True,
12159106,RUINED PORTAL,1382.0,False,967.243
12159103,DESERT TEMPLE,1090.5,False,997.846
12159101,VILLAGE,815.5,False,887.339
12159100,RUINED PORTAL,891.0,True,
12159099,RUINED PORTAL,1484.5,False,489.915
12159098,DESERT TEMPLE,1078.0,False,891.667
12159096,DESERT TEMPLE,572.0,True,
12159095,BURIED TREASURE,1949.5,False,614.689
12159092,BURIED TREASURE,1935.5,False,658.142
12159091,VILLAGE,1078.0,False,915.551
12159088,BURIED TREASURE,1436.5,False,645.333
12159082,DESERT TEMPLE,1345.5,False,881.573
12159080,SHIPWRECK,1110.5,False,821.604
12159078,BURIED TREASURE,1449.0,True,
12159076,SHIPWRECK,680.0,True,
12159073,BURIED TREASURE,1571.5,False,581.52
12159069,SHIPWRECK,1329.0,False,901.242
12159067,BURIED TREASURE,1342.5,True,
12159066,VILLAGE,445.5,True,
12159063,DESERT TEMPLE,759.0,True,
12159062,VILLAGE,458.5,False,1385.209
12159061,VILLAGE,709.0,False,792.4
12159058,VILLAGE,894.0,False,1515.179
12159056,RUINED PORTAL,786.5,True,
12159051,BURIED TREASURE,2089.5,False,638.114
12159049,RUINED PORTAL,1550.5,False,1558.727
12159048,SHIPWRECK,1150.5,True,
12159047,DESERT TEMPLE,1000.0,True,
12159046,VILLAGE,853.5,True,
12159044,DESERT TEMPLE,1257.5,True,
12159043,VILLAGE,329.0,False,1430.856
12159042,SHIPWRECK,1736.5,False,604.381
12159041,RUINED PORTAL,739.5,False,2039.657
12159040,SHIPWRECK,773.5,False,1474.423
12159039,VILLAGE,1102.5,False,889.164
12159038,DESERT TEMPLE,1085.5,True,
12159036,DESERT TEMPLE,885.0,False,1176.753
12159035,VILLAGE,537.5,True,
12159033,DESERT TEMPLE,1069.0,False,889.53
12159031,VILLAGE,742.0,False,1823.345
12159029,DESERT TEMPLE,555.0,True,
12159026,DESERT TEMPLE,579.0,True,
12159022,VILLAGE,525.5,True,
12159021,RUINED PORTAL,1064.5,True,
12159020,SHIPWRECK,608.0,True,
12159018,RUINED PORTAL,1730.5,False,574.351
12159017,DESERT TEMPLE,738.5,True,
12159013,DESERT TEMPLE,908.0,True,
12159012,VILLAGE,593.0,True,
12159011,RUINED PORTAL,1616.5,False,524.327
12159010,SHIPWRECK,931.5,True,
12159009,RUINED PORTAL,1177.0,True,
12159005,SHIPWRECK,614.5,True,
12159003,SHIPWRECK,684.0,True,
12159002,VILLAGE,1692.5,False,616.686
12159000,RUINED PORTAL,1654.5,False,503.306
12158999,SHIPWRECK,850.5,False,1152.029
12158998,VILLAGE,2055.5,False,650.413
12158997,DESERT TEMPLE,1037.5,True,
12158995,RUINED PORTAL,860.5,True,
12158993,RUINED PORTAL,1044.5,True,
12158992,RUINED PORTAL,653.5,True,
12158990,SHIPWRECK,531.5,False,2652.936
12158989,VILLAGE,1535.5,False,899.403
12158986,SHIPWRECK,1120.0,False,1881.826
12158985,VILLAGE,929.5,True,
12158982,SHIPWRECK,1140.5,False,1071.182
12158980,SHIPWRECK,794.0,True,
12158979,VILLAGE,536.0,True,
12158969,DESERT TEMPLE,931.5,True,
12158967,RUINED PORTAL,1014.0,False,957.918
12158965,VILLAGE,936.0,True,
12158961,DESERT TEMPLE,1086.0,False,1319.297
12158959,VILLAGE,467.0,False,1832.836
12158958,RUINED PORTAL,1192.5,False,937.473
12158956,SHIPWRECK,1248.0,False,813.814
12158954,VILLAGE,803.5,True,
12158953,RUINED PORTAL,1166.0,False,773.937
12158952,RUINED PORTAL,1362.0,True,
12158951,RUINED PORTAL,2001.5,False,502.057
12158950,SHIPWRECK,1037.5,True,
12158948,DESERT TEMPLE,1078.5,False,930.403
12158945,DESERT TEMPLE,1146.5,True,
12158940,VILLAGE,614.0,True,
12158937,RUINED PORTAL,938.0,False,1005.804
12158936,SHIPWRECK,700.0,True,
12158928,SHIPWRECK,1127.5,True,
12158927,VILLAGE,1383.5,False,821.66
12158926,VILLAGE,1537.5,False,675.556
12158924,SHIPWRECK,1094.5,False,996.056
12158923,VILLAGE,645.0,True,
12158920,VILLAGE,1115.0,True,
12158919,VILLAGE,683.0,True,
12158918,SHIPWRECK,998.5,False,871.508
12158917,SHIPWRECK,447.5,True,
12158916,DESERT TEMPLE,2400.0,False,516.809
12158915,VILLAGE,1306.0,False,887.964
12158913,DESERT TEMPLE,1318.0,True,
12158911,BURIED TREASURE,1232.5,False,984.374
12158910,DESERT TEMPLE,877.0,False,1114.479
12158908,SHIPWRECK,1315.0,False,928.633
12158907,RUINED PORTAL,931.5,False,1699.058
12158905,VILLAGE,1695.5,False,772.413
12158904,SHIPWRECK,605.0,True,
12158903,DESERT TEMPLE,1220.5,True,
12158902,DESERT TEMPLE,986.0,True,
12158896,DESERT TEMPLE,1025.5,True,
12158894,RUINED PORTAL,1046.5,False,1339.279
12158892,DESERT TEMPLE,1113.0,False,951.982
12158891,RUINED PORTAL,985.5,False,1246.019
12158886,SHIPWRECK,379.0,True,
12158885,BURIED TREASURE,1325.5,False,1129.395
12158884,VILLAGE,619.5,False,1874.017
12158878,RUINED PORTAL,1392.5,True,
12158876,BURIED TREASURE,1484.5,True,
12158875,VILLAGE,407.0,True,
12158874,DESERT TEMPLE,1414.5,True,
12158873,SHIPWRECK,1404.5,True,
12158872,VILLAGE,1355.5,False,672.659
12158869,DESERT TEMPLE,1257.5,True,
12158868,VILLAGE,330.0,True,
12158865,SHIPWRECK,1017.5,False,979.844
12158863,RUINED PORTAL,1578.0,False,566.048
12158862,BURIED TREASURE,1213.0,False,895.041
12158861,VILLAGE,502.0,True,
12158860,SHIPWRECK,1476.5,False,1020.887
12158859,DESERT TEMPLE,628.0,True,
12158856,RUINED PORTAL,1114.0,False,928.176
12158854,VILLAGE,1972.0,True,
12158853,SHIPWRECK,1369.0,False,781.272
12158852,RUINED PORTAL,853.5,False,982.43
12158851,BURIED TREASURE,1294.0,True,
12158850,VILLAGE,1182.5,False,1035.368
12158849,VILLAGE,1654.5,False,825.414
12158845,DESERT TEMPLE,2185.0,True,
12158843,SHIPWRECK,1613.5,False,756.772
12158842,DESERT TEMPLE,722.5,True,
12158841,SHIPWRECK,907.0,True,
12158840,SHIPWRECK,858.0,True,
12158837,DESERT TEMPLE,1176.5,False,915.748
12158832,DESERT TEMPLE,982.0,True,
12158831,BURIED TREASURE,1555.5,True,
12158830,DESERT TEMPLE,602.0,True,
12158829,SHIPWRECK,588.0,True,
12158828,DESERT TEMPLE,1606.0,True,
12158827,VILLAGE,492.5,True,
12158825,DESERT TEMPLE,716.0,True,
12158819,SHIPWRECK,938.0,True,
12158818,RUINED PORTAL,1871.5,False,786.56
12158817,VILLAGE,793.0,False,1699.66
12158816,DESERT TEMPLE,428.0,False,2324.104
12158815,RUINED PORTAL,1036.5,True,
12158814,SHIPWRECK,486.0,True,
12158812,VILLAGE,680.0,True,
12158811,VILLAGE,508.0,True,
12158810,DESERT TEMPLE,960.5,False,1110.783
12158809,SHIPWRECK,1353.0,False,916.636
12158807,RUINED PORTAL,635.0,False,1777.702
12158805,DESERT TEMPLE,543.0,False,3043.96
12158804,RUINED PORTAL,697.5,True,
12158803,SHIPWRECK,1047.0,False,1763.762
12158802,DESERT TEMPLE,711.0,True,
12158801,SHIPWRECK,879.5,True,
12158800,RUINED PORTAL,1097.5,False,842.413
12158799,SHIPWRECK,683.5,False,1703.809
12158796,VILLAGE,1139.5,False,825.796
12158789,DESERT TEMPLE,822.5,False,1226.132
12158786,DESERT TEMPLE,901.5,False,974.285
12158782,DESERT TEMPLE,1629.0,True,
12158781,VILLAGE,589.0,True,
12158777,RUINED PORTAL,2022.0,False,812.876
12158776,DESERT TEMPLE,587.0,True,
12158775,BURIED TREASURE,1237.5,True,
12158774,DESERT TEMPLE,933.5,False,854.146
12158773,DESERT TEMPLE,1372.0,False,717.499
12158770,VILLAGE,1063.5,True,
12158769,BURIED TREASURE,1666.5,True,
12158768,VILLAGE,1144.0,False,732.357
12158767,RUINED PORTAL,1104.0,True,
12158765,SHIPWRECK,815.0,True,
12158764,VILLAGE,432.5,True,
12158762,BURIED TREASURE,1290.5,False,673.112
12158758,BURIED TREASURE,1716.0,False,549.071
12158756,VILLAGE,878.5,False,1450.152
12158755,SHIPWRECK,1053.5,False,1290.839
12158752,DESERT TEMPLE,1188.0,True,
12158751,DESERT TEMPLE,835.5,True,
12158746,VILLAGE,1070.5,False,830.393
12158745,VILLAGE,2035.0,False,645.134
12158744,VILLAGE,1153.5,True,
12158743,SHIPWRECK,1322.0,False,776.215
12158738,DESERT TEMPLE,520.5,True,
12158733,BURIED TREASURE,1378.5,True,
12158731,VILLAGE,517.5,True,
12158729,VILLAGE,1146.5,True,
12158721,DESERT TEMPLE,398.0,True,
12158710,SHIPWRECK,1095.5,True,
12158705,SHIPWRECK,951.0,False,1082.03
12158704,VILLAGE,580.0,True,
12158702,VILLAGE,1020.5,False,961.825
12158701,DESERT TEMPLE,2409.0,False,492.906
12158700,SHIPWRECK,1446.5,False,729.954
12158697,DESERT TEMPLE,994.0,True,
12158695,RUINED PORTAL,704.0,False,1330.67
12158694,SHIPWRECK,1159.5,True,
12158692,DESERT TEMPLE,1186.5,False,822.888
12158691,SHIPWRECK,843.0,True,
12158684,BURIED TREASURE,1587.0,True,
12158675,DESERT TEMPLE,1249.0,False,703.561
12158674,DESERT TEMPLE,1159.5,True,
12158671,SHIPWRECK,1334.5,True,
12158670,RUINED PORTAL,1056.0,False,1144.201
12158668,SHIPWRECK,1512.5,False,936.352
12158665,RUINED PORTAL,723.5,False,909.08
12158662,BURIED TREASURE,1927.5,False,728.732
12158658,SHIPWRECK,988.0,True,
12158657,VILLAGE,1043.0,True,
12158655,SHIPWRECK,800.5,False,1000.977
12158652,VILLAGE,714.0,True,
12158650,SHIPWRECK,1525.0,True,
12158649,SHIPWRECK,1408.0,False,672.567
12158648,SHIPWRECK,1145.5,False,770.439
12158647,SHIPWRECK,538.0,True,
12158645,DESERT TEMPLE,994.0,True,
12158643,BURIED TREASURE,1419.0,False,1012.809
12158642,VILLAGE,901.0,False,1027.344
12158641,VILLAGE,1610.5,True,
12158639,VILLAGE,1655.0,False,606.693
